x,y,target,kfold
-41.398937,-44.952118,2,1
0.4644731,-61.826336,1,1
30.39664,-21.37712,9,1
-30.91674,-12.001196,8,1
-34.266113,8.410654,3,1
37.601704,1.7356455,4,1
-10.53938,9.108795,3,1
-35.76586,-36.710274,2,1
-19.050291,-12.074204,8,1
-9.460263,-18.954111,2,1
-15.162933,0.0118460115,8,1
40.448555,-17.645185,4,1
61.588306,-35.291065,7,1
-54.78767,6.524894,3,1
-16.475182,-28.457659,2,1
-2.8145835,-34.632637,1,1
-35.62631,48.30432,0,1
53.451218,7.428283,4,1
44.62816,-37.156055,7,1
-2.8388884,23.307896,5,1
55.303528,-39.93213,2,1
-39.34213,53.231216,0,1
43.962082,4.303963,4,1
-25.409594,46.26012,0,1
-2.9026356,-53.898743,1,1
34.345963,18.826513,9,1
-6.6297235,-57.44865,1,1
-25.053959,14.475544,3,1
0.4438907,-26.153496,1,1
-39.8929,-36.8515,2,1
-20.326107,69.09951,0,1
57.07704,-40.6594,2,1
-40.6255,48.33549,0,1
52.964794,-36.0837,7,1
-31.41828,-34.57752,2,1
10.109905,9.692151,5,1
-18.964506,42.879166,0,1
-50.903015,-40.188965,2,1
-2.8807952,-61.51185,1,1
-5.557056,-40.219536,1,1
7.237594,10.776731,5,1
-46.291447,6.8609543,3,1
-24.913311,20.838673,5,1
53.2653,-30.674473,7,1
38.50489,19.159355,9,1
18.880678,48.942978,6,1
-40.988716,60.54889,0,1
40.345104,17.625822,4,1
35.90813,-42.103138,7,1
57.700184,-1.6912969,4,1
18.585382,24.55803,4,1
-49.17866,-29.562498,2,1
-33.880806,-47.01098,2,1
19.964314,-12.35466,7,1
-6.607243,21.491194,5,1
-4.572387,-32.580116,1,1
11.040285,36.052055,6,1
-27.764517,-15.627457,8,1
3.7749207,41.44107,6,1
16.588392,39.08671,6,1
68.557274,-31.918892,7,1
33.814594,5.5941195,4,1
2.0493586,41.44762,6,1
3.609593,-12.102428,1,1
28.945654,8.280955,7,1
-33.661346,48.550014,0,1
-22.558474,52.111122,0,1
48.174717,8.129,4,1
-49.241573,-36.333458,2,1
-25.981369,-39.2571,2,1
2.1709774,7.580234,5,1
-22.368214,-32.975452,2,1
-40.282078,48.20577,0,1
-1.70037,-54.809517,1,1
15.822998,39.31962,6,1
0.71042943,48.316727,6,1
-34.5028,28.92974,5,1
-26.817438,47.04873,0,1
-33.315956,60.32641,0,1
3.8435912,12.446857,5,1
-22.833153,68.61725,0,1
1.3622459,13.743751,5,1
10.680607,58.025497,6,1
0.90419173,-27.29813,1,1
-28.7039,-21.476128,8,1
13.943581,54.30269,6,1
-31.67729,-21.680424,8,1
-48.66552,1.0750673,3,1
48.08481,-38.932785,7,1
21.356194,39.730286,3,1
51.299446,-33.65247,2,1
-32.08287,-50.04228,2,1
-32.824566,-17.035757,8,1
-34.057156,25.858776,5,1
-22.917946,13.244752,9,1
-37.57855,11.894982,3,1
-32.568295,31.420488,5,1
48.765434,-1.1753888,4,1
-24.880428,-5.464081,8,1
20.625832,-11.030243,7,1
52.202187,-35.845535,7,1
29.931252,-43.79824,7,1
4.4166574,13.779654,5,1
41.07209,-23.57921,4,1
30.154037,-35.598305,9,1
-3.8037436,-56.67908,1,1
0.8771628,-12.221136,1,1
-37.832016,-1.015976,0,1
-8.109754,25.220663,5,1
40.556805,-22.891565,4,1
-51.03574,3.6555839,3,1
-10.772381,54.833668,6,1
-20.833313,2.952305,8,1
42.90236,-39.089855,7,1
-37.657204,-33.792698,2,1
-41.09831,7.9967947,3,1
-32.163025,-17.516441,8,1
40.545887,16.8681,4,1
34.2593,-41.351,7,1
5.440792,-43.704266,7,1
0.44524765,5.2742963,5,1
-38.183945,28.102722,5,1
-25.136068,-29.269072,2,1
-19.295572,-6.6886,8,1
-10.4513035,-45.684383,1,1
27.711403,1.3198448,4,1
34.312355,-18.073042,4,1
-16.394272,15.189599,5,1
49.72194,-28.700342,7,1
38.30152,-19.095808,4,1
32.40149,-22.242136,9,1
-28.013472,-6.1383886,8,1
-24.324839,20.758266,3,1
51.988785,-39.125076,7,1
-12.800369,21.0448,8,1
-43.625763,-7.37459,3,1
48.28836,-0.539617,4,1
-28.60421,14.594905,3,1
-18.947283,55.397182,0,1
-22.604488,10.067773,8,1
-40.024185,6.465077,3,1
32.45563,-1.9160098,9,1
58.02856,-21.79961,7,1
41.637337,-6.811988,4,1
-12.182912,-44.932045,1,1
-46.27704,-36.69021,2,1
-2.0522802,-50.719093,1,1
-29.886599,49.34118,0,1
-42.901814,28.770588,8,1
32.839554,-1.3018093,9,1
-16.664518,-33.29985,2,1
-1.1093814,49.808018,6,1
-15.369914,-1.3524278,8,1
-16.696577,27.603394,5,1
-21.51051,-2.4468863,8,1
61.461533,-36.45729,7,1
13.167099,-44.038807,2,1
-47.823353,15.019499,3,1
-1.1750904,-33.451332,1,1
6.9440923,5.495477,5,1
37.128754,-45.257526,7,1
-23.404808,64.73005,0,1
58.115757,-2.5613818,4,1
2.9337497,-46.058533,1,1
3.4027994,19.880016,5,1
-7.2523327,-49.231068,1,1
-31.129454,-12.162732,8,1
22.200167,44.47702,6,1
37.054897,1.1516644,9,1
66.61093,-27.59029,7,1
43.77315,27.850533,4,1
48.640247,9.966046,4,1
50.849094,-41.94068,7,1
16.57937,48.613155,6,1
37.757977,31.615915,9,1
40.076813,2.0440261,9,1
-48.891388,8.164014,3,1
4.2005763,41.241547,6,1
12.750415,54.94856,6,1
-1.653526,-39.97903,1,1
-27.423203,-49.58385,2,1
-5.8307037,-58.101475,1,1
-42.10401,54.994785,0,1
5.370818,1.2036084,0,1
36.238796,-42.741543,7,1
25.959917,-26.474531,9,1
-32.812866,45.647484,0,1
-24.826777,-13.746458,8,1
-21.648752,57.925037,0,1
-51.311825,3.6835306,3,1
38.537544,-20.659517,4,1
-29.15984,57.031044,5,1
-34.700558,67.54885,0,1
-18.02472,-26.23034,2,1
38.81411,-3.973041,4,1
59.0018,-35.12825,7,1
-34.707035,33.190548,5,1
2.8243642,-47.07929,1,1
51.628857,24.489649,4,1
-0.34520498,49.94921,6,1
-22.540373,52.13989,0,1
-4.80778,-24.997519,1,1
8.281009,47.588615,6,1
-36.99453,-32.035114,2,1
-29.49831,60.8873,0,1
-32.295307,56.484104,0,1
29.817862,-0.41351914,4,1
38.993256,-16.175056,4,1
36.79852,-39.508022,7,1
-40.9456,54.527763,0,1
-44.63452,-5.498033,3,1
-1.0122129,-63.105915,1,1
50.704422,0.65688396,4,1
-1.2610936,-16.209213,1,1
-46.62793,3.0885787,3,1
1.806183,-58.66756,1,1
1.0512372,-58.138966,1,1
66.682816,-31.21645,7,1
28.305939,-42.4108,7,1
-53.274178,2.577121,3,1
53.803223,-2.4608052,4,1
-22.70221,-6.684206,8,1
-31.61583,55.036358,9,1
-40.516624,52.21206,0,1
52.188065,-30.726936,3,1
35.845825,5.8912883,9,1
-30.78958,-2.7154064,8,1
-1.5103117,7.0293784,5,1
-27.754324,58.24713,0,2
-27.97189,51.745636,0,2
-43.53003,-38.67412,2,1
-41.96285,3.353457,3,2
45.212017,-38.293343,7,1
-27.839966,29.151777,5,1
16.40347,39.865032,6,1
-0.30489358,-8.978316,2,1
44.179123,14.509937,4,2
-5.1221266,-23.517153,1,1
10.988955,54.55373,6,1
13.376326,-50.026566,7,1
-40.2818,23.307785,3,2
53.324955,-22.791153,7,1
2.2634716,53.807167,6,1
49.056366,-19.110264,7,1
63.231804,-29.836819,7,1
47.489635,-5.3484564,4,2
16.37789,-17.585556,3,2
7.418362,8.789977,5,1
11.667477,56.655155,6,1
-28.167507,61.833115,0,2
-34.95585,68.434044,0,2
-31.498043,-19.7908,8,1
0.506484,3.109701,3,2
-13.038577,39.60858,2,1
15.998775,40.272877,6,1
-21.196075,-49.911816,2,1
-25.567694,-41.587112,2,1
-31.944805,6.814909,3,2
34.454227,11.041148,9,1
-27.859169,-33.287777,2,1
-4.151763,-57.13025,1,1
-4.2637568,-38.758812,1,1
-0.15077297,-49.985317,1,1
0.06650985,-40.720505,1,1
49.839203,-26.503113,7,1
10.353242,49.972645,6,1
-3.6648192,46.659008,6,1
66.64594,-31.572283,7,1
-30.781061,-41.98269,2,1
-7.8185635,-51.492336,1,1
61.380512,-23.175913,7,1
42.51724,21.015865,5,1
-11.714199,-36.6371,6,1
39.93795,-38.205784,7,1
43.263744,-1.5206777,4,2
5.0146046,-17.935207,8,1
45.349785,-39.147106,7,1
31.916779,-31.233168,9,1
-20.556044,-6.8449206,8,1
-1.6959491,8.597221,5,1
-27.391956,66.31564,0,2
45.687904,-40.22156,7,1
-40.714508,54.04258,0,2
0.5428914,-11.07616,1,1
-28.170229,-47.618988,2,2
-36.571537,47.662907,0,2
-38.173145,58.135956,0,2
9.113914,-20.93724,2,2
-23.855669,58.44565,0,2
11.797749,-23.080854,2,2
39.929108,12.886563,9,1
1.79433,36.977093,6,1
-30.287642,-19.906878,8,2
40.334126,-48.19803,7,1
-39.522606,11.843639,3,2
57.793713,-32.344982,7,1
2.8156438,-16.418453,1,1
-41.52487,15.322995,3,2
-20.487736,25.41631,5,1
37.87383,16.572449,4,2
13.12885,38.23302,6,1
-11.3210125,18.450575,5,1
-23.475977,-36.731045,2,2
-29.849958,-21.08939,8,2
24.7638,42.68128,6,1
-33.741978,51.38189,0,2
38.603947,-41.883167,7,2
2.0484214,-7.050861,8,2
10.437466,-32.00977,2,2
39.715977,-22.094723,4,2
-39.494583,15.294103,3,2
-39.98472,21.418291,3,2
-26.339462,63.499187,0,2
48.923985,21.615335,4,2
-30.95025,-47.722427,2,2
-19.891417,42.798615,0,2
33.759365,25.090109,9,1
40.057587,35.734863,6,1
30.033678,4.9278116,9,1
-43.23469,-38.089924,2,2
-4.0710297,49.213737,6,2
-51.392998,2.4047477,3,2
-42.910664,54.261105,0,2
-18.486372,-41.98508,2,2
42.34665,-8.468661,4,2
-7.8071485,-50.114174,1,2
-36.30175,-8.313311,8,2
-15.905438,4.436773,8,2
-17.64207,-21.798637,8,2
43.719707,-41.511375,7,2
-12.265151,-36.728546,6,2
-29.79646,-16.211195,8,2
-34.24977,9.484068,3,2
2.9590442,14.495747,5,1
-1.9172448,-27.19475,1,2
-27.845757,66.69816,0,2
45.82247,-35.46626,7,2
-6.7013288,21.533619,5,1
-37.286736,60.595093,0,2
27.62732,43.744534,6,2
-22.63615,-43.849014,2,2
-29.605846,66.889786,0,2
-31.420837,-17.641806,8,2
-32.04131,8.135284,3,2
44.25693,22.7822,9,1
4.6178412,49.897045,6,2
-20.811983,53.75495,0,2
-48.939102,-37.95958,2,2
5.6482916,11.391226,5,1
54.986202,-8.968255,9,1
49.385155,3.9788973,4,2
5.0033793,-53.544983,7,2
-46.214535,-35.43271,2,2
40.5096,-40.49675,7,2
2.6814735,47.1942,6,2
7.2824154,15.10892,5,1
-29.296438,11.560039,5,2
5.3993497,33.58725,6,2
10.347719,-6.951139,8,2
-37.327915,63.90343,0,2
-26.567488,-38.891113,2,2
-21.978151,-48.448044,2,2
3.4179475,-21.214607,1,2
2.3318787,-18.749472,1,2
50.997066,-36.61017,7,2
49.819225,7.9101257,4,2
-50.41846,-9.017197,3,2
41.837025,15.208824,9,1
-34.909935,10.076053,3,2
-2.4504595,-40.020195,1,2
43.25734,20.862682,9,2
-23.720907,57.186325,0,2
-27.31364,-19.27392,8,2
1.7979337,-44.733425,1,2
-27.833582,46.772713,0,2
-40.92555,58.228127,0,2
1.9821472,35.848324,6,2
-7.2843885,-54.810497,1,2
34.629787,-9.607252,9,2
-4.8332844,-54.100224,1,2
50.38193,-21.28157,7,2
58.14335,-2.9628665,4,2
23.243,45.662,6,2
-23.35274,-28.959995,2,2
32.474533,0.6566699,9,2
-47.295246,-43.69755,2,2
26.186316,-18.098564,4,2
43.554,17.086777,4,2
3.2961597,47.79151,6,2
39.814377,12.667367,9,2
-14.890792,39.65136,0,2
1.5148826,-42.797337,1,2
11.630243,-22.829023,2,2
1.7166654,-42.04496,1,2
48.40629,-40.578037,7,2
3.7344174,-48.224285,1,2
-0.8467917,10.975765,5,2
-44.640385,16.884884,3,2
37.15046,-45.49693,7,2
-34.106087,8.031292,3,2
-11.439235,-43.764572,1,2
24.421267,-39.24242,4,2
-8.2430315,-57.450424,2,2
1.6758925,-33.23933,1,2
36.501442,-5.378027,4,2
-3.4655385,50.935352,6,2
-35.952293,-37.669956,2,2
-1.3540735,-57.340088,1,2
43.98575,21.618126,9,2
25.57312,-8.180317,9,2
28.866442,-7.075865,9,2
-43.818275,23.12522,3,2
28.448116,11.230145,4,2
20.270819,50.05034,6,2
44.17442,4.790833,4,2
20.189878,52.27855,6,2
-16.18576,-23.146414,8,2
44.18357,-15.983794,9,2
3.7497618,11.913374,5,2
-19.530283,28.669065,5,2
26.709047,40.75519,6,2
-37.575718,8.089102,3,2
-22.170305,65.28648,0,2
-4.143623,-51.87962,1,2
-47.79482,2.3062496,3,2
-3.2410057,-58.1249,1,2
-0.9905947,-28.9215,1,2
-42.751644,60.886627,0,2
-3.1899636,5.0219893,3,2
32.747223,-24.083775,9,2
23.377892,40.264645,6,2
-54.058537,1.3606861,3,2
0.4607996,-30.543333,1,2
38.01999,-38.791023,7,2
45.53992,-14.6201515,9,2
-49.821487,3.2139266,3,2
-8.208867,35.465446,5,2
-9.540128,29.612774,5,2
35.730007,6.2143164,9,2
30.762657,-27.295164,9,2
54.140415,-6.3473024,9,2
-37.05355,53.98528,0,2
-15.387906,6.5952353,8,2
-21.59317,28.974142,5,2
-4.179354,-23.284681,1,2
-29.657724,59.15933,0,2
58.27938,-38.554504,2,2
-56.027622,-36.29654,2,2
-13.870985,-47.26452,8,2
2.4422233,-21.265852,1,2
40.36385,-1.3430941,4,2
37.883667,16.98031,4,2
-24.55961,57.9003,0,2
-5.8891807,-26.316435,6,2
-18.630873,10.852586,5,2
52.345886,17.446953,7,2
-0.08987854,-63.101055,1,2
-12.263067,-42.944557,1,2
-29.228224,23.49819,5,2
-20.858198,-4.2660966,8,2
39.828823,-32.819572,2,2
-21.08917,-2.0776072,8,2
-41.675053,-33.274025,2,2
-46.015167,-41.482697,2,2
15.037474,-2.5269256,2,2
-21.98016,55.458782,0,2
63.27198,-23.8739,7,2
17.118221,42.176537,6,2
-37.64095,0.101419576,3,2
-4.9999623,-43.968365,1,2
-3.5754218,-27.515192,1,2
-29.072987,56.904774,0,2
-53.7999,-38.12796,2,2
-41.06188,-31.141706,2,2
2.2040854,-5.9800544,8,2
-1.0990286,-14.367727,1,2
-24.500769,45.729538,0,2
8.251563,5.836335,5,2
-34.966984,11.886812,3,2
-21.918049,55.72836,0,2
-28.586517,-11.32411,8,2
54.752308,-26.02077,7,2
-16.4354,15.3089905,5,2
-52.70849,-34.18941,2,2
-10.366702,-44.125027,1,2
-16.315607,15.975378,5,2
0.9970585,11.829865,5,2
-25.83296,6.918056,2,2
-45.494057,-14.529085,2,2
59.601254,-33.867126,7,2
12.007111,37.86582,6,2
51.37249,-12.399343,9,2
13.174611,-44.026527,2,2
53.29155,-26.919,7,2
3.655683,40.55047,6,2
0.92496186,-41.923717,1,2
-0.22345312,5.3962555,5,2
-38.829384,17.378704,3,2
0.4562295,-54.001633,1,2
-22.282217,-14.424494,8,2
-43.133,17.588293,3,2
27.118198,-11.94816,9,2
33.529427,3.8454182,9,2
5.5761514,46.016876,6,2
-19.133158,25.967104,5,2
-7.008005,-48.884426,1,2
-38.966534,16.737732,3,2
-16.805962,18.701447,5,2
-3.0173392,-44.87179,1,2
49.79413,-38.417633,7,2
0.34216022,20.345896,5,2
53.190086,16.057997,7,2
7.0102816,7.0818267,5,2
41.301018,-41.408813,7,2
-10.2780485,-44.41036,1,2
37.191265,-18.283989,4,2
43.924614,-32.152096,7,2
10.711649,11.2378645,5,2
43.116974,17.048286,4,2
-28.698484,-35.66892,2,2
-8.901531,21.28842,5,2
45.17961,4.6215644,4,2
-23.52143,22.97947,5,2
-30.081715,12.69537,3,2
-20.660831,-14.796546,8,2
57.185642,-40.44404,2,2
-52.604332,4.4427304,3,2
26.155476,-29.519503,9,2
-1.7756963,-27.805317,1,2
29.86622,-4.3142366,9,2
43.051655,-2.8772974,4,2
-26.79662,-34.181656,2,2
-3.7518718,23.505598,5,2
6.83755,45.698544,6,2
42.457222,-42.881413,7,2
36.055004,3.2786503,9,2
52.417927,8.362354,4,2
16.603626,42.79958,6,2
1.255323,-56.167614,1,2
-37.04902,60.827644,0,2
-32.249855,53.94641,0,2
44.64004,16.581411,4,2
-2.0147595,-20.936434,1,2
-28.573885,-14.2432785,8,2
50.627537,-10.784274,9,2
-24.061708,-49.52677,2,2
12.062927,40.551414,6,2
39.926514,-5.145826,4,2
3.7590127,52.586372,6,2
49.97047,15.37594,9,2
-2.7504997,6.476618,5,2
-1.3596841,5.963709,5,2
-3.259448,-7.396435,8,2
-34.849613,24.98078,8,2
3.833515,6.5523524,5,2
-0.035143558,58.679756,4,2
-35.824783,17.435404,3,2
47.582294,10.36754,9,2
14.788304,-37.316658,2,2
-4.754669,24.79923,5,2
-1.3529903,5.6387463,5,2
1.4310865,37.313107,6,2
-3.3332834,-21.965734,1,2
1.1283389,-54.500683,1,2
2.9858987,48.11755,6,2
-46.90374,8.406356,3,2
38.110878,-17.606281,4,2
56.14424,-32.335842,7,2
-12.221174,20.898748,5,2
-35.25371,65.81791,0,2
46.783504,9.106519,4,2
-33.339436,-17.37633,8,2
-37.42018,56.523235,0,2
-33.385456,14.806,3,2
30.413935,-15.873647,2,2
50.349117,4.8293886,4,2
54.104477,-31.004211,7,2
-44.57452,-5.163269,3,2
-17.219036,7.3540535,8,2
0.7590733,-57.012596,1,2
11.271782,39.482178,6,2
6.024301,-36.041252,2,2
-40.80455,56.318485,0,2
0.7355517,51.697536,6,2
48.686832,-29.53754,7,2
-35.98783,-14.336071,8,2
28.034288,-37.0283,9,2
-30.265497,45.82837,0,2
12.537829,51.749825,6,2
44.38701,2.0078557,4,2
-21.185564,-18.755077,8,2
36.541447,-41.318565,7,2
44.24246,28.959528,7,2
38.266094,-20.82716,4,2
46.612946,21.327934,4,2
-19.673464,50.13686,0,2
-8.401072,24.120285,5,2
-41.86353,-39.526142,2,2
16.881266,41.306664,6,2
1.7542366,43.664,6,2
17.49299,50.67639,6,2
-47.223618,15.586165,3,2
-43.052414,56.385998,0,2
-34.36589,-47.098236,2,2
-43.46734,52.28534,0,2
-6.977736,18.451784,5,2
51.015236,5.272896,4,2
-29.793264,62.7958,0,2
26.07119,-18.172968,4,2
6.55528,-29.279211,7,2
-32.83477,46.599464,0,2
-35.70386,-14.237711,8,2
9.995415,37.755363,6,2
-54.903957,-33.794888,2,2
-53.77482,-41.546566,2,2
-27.261864,25.260736,5,2
38.221165,-5.3074527,4,2
3.813353,-9.636892,2,2
34.01747,-4.147203,9,2
-8.390837,-46.856888,1,2
-14.937861,-5.2386227,8,2
57.96953,-1.9529612,4,2
32.697556,7.9252253,9,2
16.35336,44.15886,6,2
56.851284,-32.578377,7,2
-22.043299,-40.23217,2,2
-34.998047,31.460833,5,2
-2.1911411,-46.173145,1,2
-46.915676,-39.034756,2,2
-34.862873,16.616182,3,2
39.779903,-20.813948,4,2
-42.054543,54.07787,0,2
-34.807236,60.200226,0,2
-22.82051,-14.336279,8,2
4.7124085,-41.292675,7,2
48.00543,12.691255,4,2
51.71485,-26.064196,7,2
58.281086,-2.4207182,4,2
-38.325798,29.975275,5,2
-48.87932,2.1186385,3,2
-4.830301,55.190563,3,2
-24.582935,65.08382,0,2
1.8110306,-12.002727,1,2
31.18673,-10.278309,9,2
45.882988,-8.335751,8,2
48.471638,-32.427544,7,2
-1.0402836,-40.912647,1,2
-20.955086,64.426346,0,2
8.950759,4.1432166,8,2
25.315393,47.834976,6,2
6.106188,58.123013,6,2
17.174452,43.980118,6,2
45.119656,-42.96215,7,2
-47.702953,9.743482,3,2
48.357616,0.7275712,4,2
-25.708038,1.023419,3,2
-23.096092,46.64539,0,2
-23.139933,7.644408,8,2
-3.8226357,-35.379017,1,2
55.996334,-24.328054,7,2
49.077877,-12.679075,9,2
-40.234135,10.401169,3,2
-2.1530583,-15.661633,1,2
43.621,-35.75374,7,2
10.691915,57.83646,6,2
5.980705,7.5663285,5,2
-41.7285,1.5335587,3,2
-33.589684,51.9442,0,2
-17.915817,18.025784,5,2
-28.544374,63.217022,0,2
4.6415553,17.675577,5,2
31.215298,-46.686623,7,2
29.603765,-0.35838604,4,2
-37.73592,15.333923,3,2
-29.116938,60.304817,0,2
19.403585,50.858303,6,2
-46.55561,19.67421,3,2
-5.7287507,-55.199265,1,2
36.48048,-40.82586,7,2
-44.77871,-42.260036,2,2
12.885005,40.668255,5,2
17.451733,39.228615,6,2
-51.973816,-40.017506,2,2
25.746778,-36.962994,9,2
1.713353,-49.536102,1,2
-6.39751,-44.52907,1,2
8.692526,53.882145,2,2
22.394983,41.087975,6,2
22.886639,52.145622,6,2
-26.180777,-39.32822,2,2
-51.858063,-1.9915723,3,2
60.355255,-25.374348,7,2
50.899178,23.713984,4,2
32.848385,1.7487055,9,2
-19.174381,28.35824,5,2
12.794719,20.362133,5,2
-8.452754,24.034086,5,2
4.8126388,0.88339955,0,2
10.576222,51.26762,6,2
-21.806551,-14.020934,8,2
35.40918,-17.203146,4,2
57.08175,-27.924244,7,2
-6.766134,-4.128782,2,2
7.6881075,6.5063705,5,2
-29.900543,-19.810795,8,2
-3.7705395,-28.875868,1,2
12.726234,-43.729572,2,2
7.858792,13.905293,5,2
44.42647,0.53008074,4,2
38.1919,34.679108,6,2
-12.709194,25.23371,6,2
49.309414,23.113632,4,2
45.837593,24.416426,9,2
1.5370176,-13.978748,1,2
-47.849308,-38.197178,2,2
10.588079,50.65617,6,2
38.42218,22.627941,5,2
-31.343359,16.371923,3,2
-30.623281,10.050729,3,2
11.897198,55.166702,6,2
-20.400839,-8.832743,8,2
35.673046,-15.454895,4,2
-33.529945,-41.10522,2,2
-10.956657,21.717766,5,2
1.3083986,-19.882137,1,2
2.2433631,4.85723,5,2
-45.347992,-14.620065,2,2
-31.474474,31.229673,5,2
-4.04044,12.177712,5,2
46.882824,17.28569,4,2
-50.107315,3.3479352,3,2
-13.5800085,33.10547,5,2
-27.407846,69.342674,0,2
53.121777,-10.798603,9,2
-18.965612,-14.397702,8,2
-27.093618,-44.83115,2,2
3.018655,-48.29322,1,2
47.54982,-45.353058,7,2
-34.315266,65.60132,0,2
46.478817,9.709189,4,2
-27.298048,5.445832,2,2
47.82231,26.081425,9,2
0.7877686,-9.758041,1,2
44.589485,-16.562637,9,2
-51.613953,10.321017,3,2
26.855196,-36.272484,9,2
-18.832554,3.6890466,8,2
38.898182,-38.896866,7,2
-35.256603,63.870472,0,2
31.37882,-31.691883,9,2
-46.334785,18.482891,3,2
-20.388596,14.907383,8,2
38.717762,-41.72309,7,2
-43.202618,-0.37208328,3,2
27.330544,-24.239592,9,2
-22.369703,-46.255943,2,2
65.992714,-25.555662,7,2
44.04298,-39.62583,7,2
-6.961053,19.075914,5,2
-25.975586,53.4837,0,2
-25.202717,-44.35128,2,2
-31.34862,-18.041475,8,2
-0.63904154,-25.272427,1,2
-39.26321,50.805145,0,2
-2.646734,-18.265621,1,2
13.324891,-7.845564,8,2
58.741066,-35.95698,7,2
35.977722,-26.149548,9,2
-33.009727,3.1461236,3,2
39.85917,-38.679775,7,2
41.312126,-41.40769,7,2
-26.071218,-34.628925,2,2
-5.3868775,-31.012438,1,2
0.7018767,-45.28991,1,2
27.79747,-34.714664,9,2
59.293392,-28.487259,7,2
51.255695,14.49711,9,2
-7.0644817,2.3990114,3,2
-15.1050415,0.42945075,8,2
58.69062,-27.229977,7,2
-2.9801507,-36.52213,1,2
4.067347,-12.823414,1,2
-25.613358,6.9819508,2,2
-37.645966,8.202815,3,2
-33.14452,54.026306,0,2
26.206024,-0.84964836,4,2
62.244564,-21.771517,9,2
-6.4910827,-52.84122,1,2
25.182793,46.44254,6,2
8.38719,14.552716,8,2
-19.166828,2.9599373,8,2
-27.82393,-13.524349,8,2
-19.952328,7.8708196,8,2
40.47928,-48.197346,7,2
-47.872665,-3.7029715,3,2
-1.386289,-41.802635,1,2
-26.608137,44.81118,0,3
52.05522,22.701065,4,2
13.417341,47.392567,6,2
9.920211,45.27448,6,2
29.256342,-43.191532,7,2
-31.037798,47.032665,0,3
2.8834023,-45.95538,1,2
33.784912,6.9499407,9,2
-16.576422,6.0333414,8,2
-29.46311,26.046982,5,2
52.64144,22.116934,4,2
41.40706,24.06464,9,2
4.5984964,55.94505,6,2
40.02975,-32.914165,2,2
31.998457,1.1315393,9,2
12.918358,-36.538986,2,3
40.21437,10.44492,4,2
40.528286,-17.679585,4,2
-26.839573,-34.02321,2,3
-8.629733,-42.996143,1,2
-3.9757156,-24.741215,1,2
-36.17475,47.56782,0,3
-1.9366186,59.144657,8,2
36.897526,-20.867441,4,2
-32.45523,-0.43183377,3,2
33.442604,-28.266703,9,2
25.365805,44.143448,6,2
-31.279345,-13.446803,8,2
6.8047824,8.976203,5,2
10.353167,31.651329,5,2
12.370688,49.885986,4,2
45.072254,9.757863,4,2
23.16496,-7.1803346,7,2
-19.309397,7.754598,8,2
59.41711,-35.38965,7,2
31.459057,5.3242908,4,2
25.698177,-6.570513,7,2
24.796328,41.85822,6,2
-17.838058,42.91238,9,2
36.80324,-27.06025,9,2
51.500237,-36.081005,7,2
47.2628,28.645622,4,2
-15.947347,-23.576178,3,2
39.085663,-16.17587,4,2
44.153877,-33.74893,7,2
9.262407,39.734093,6,2
-24.721106,56.56597,0,3
-5.101976,-49.584457,1,2
49.0282,-39.67886,7,2
3.6744623,53.608906,6,2
49.331932,15.437111,9,2
2.5947502,-28.029886,1,2
51.76714,-45.757313,7,2
-26.70956,45.902702,0,3
-0.14631689,-48.77507,1,2
-46.31083,-39.404675,2,3
0.7865283,54.54957,6,2
36.846825,-43.81657,7,2
-40.642406,-1.7102817,3,2
-24.04608,-5.9005575,3,2
-3.5069916,-33.59835,1,2
37.64799,-44.662056,7,2
42.39041,-8.456069,4,2
47.051113,-41.48064,7,2
-21.013138,62.642876,0,3
38.950573,-0.6421824,4,2
-3.5897276,-61.525887,1,2
-25.007435,54.793274,0,3
27.339985,-26.546753,9,2
49.2268,-13.305725,9,2
-48.1694,-41.198505,2,3
-32.441345,-0.1976277,3,2
-17.15035,26.265663,5,2
41.201397,-43.955185,7,2
-0.8411142,-1.4833008,1,2
-49.727745,4.5420494,3,3
-7.446176,-20.98287,3,3
15.489342,42.032703,6,2
-30.719545,-44.732037,2,3
13.341707,42.615498,6,2
-29.176495,54.9216,0,3
12.805289,20.399933,5,2
-17.537882,-6.9957004,8,2
6.0269794,-41.977028,7,2
-13.671479,-0.22269744,8,2
-20.484175,65.9525,0,3
38.53134,15.972562,9,2
-35.754177,10.416515,3,3
42.41756,32.609867,7,2
-6.104028,-38.81035,1,3
55.89868,15.798255,7,2
-35.43341,6.884167,3,3
43.119877,-39.941364,7,2
27.888855,41.64402,6,2
-2.7785327,-39.408577,1,3
6.2334156,-41.95611,7,2
-39.123295,54.94957,0,3
32.593605,-2.0256119,9,2
45.9193,-37.40228,7,2
-33.525433,-13.528434,8,2
-0.30248067,52.364674,6,2
-31.051542,-1.7327045,3,3
34.506596,-0.27856943,8,3
36.774277,-32.234093,7,3
38.056347,34.306118,6,2
-52.365654,-1.022275,3,3
7.8203683,-59.324608,4,2
-36.99843,-38.902714,2,3
51.420006,13.843726,9,2
19.292048,2.7894049,5,2
-32.35292,11.520341,3,3
47.011555,15.960372,9,2
-13.758496,15.304757,5,3
54.36785,-21.659277,7,3
-43.160732,-41.430626,2,3
35.354088,-15.147527,4,2
-42.51844,59.28958,0,3
-2.2572227,-62.80396,1,3
3.339658,-47.57091,1,3
